,Genotype,BLUEs,ExperimentalSite,IRDNC_ID
1522,Genotype1522,2173.79199,BDLalpur,IRD10467
1523,Genotype1523,2553.179507,IRRIHNT,IRD10745
1524,Genotype1524,4846.441246,IRRICT,IRD10745
1525,Genotype1525,1531.843635,MMPangkone,IRD10286
1526,Genotype1526,2013.259044,MMYezin,IRD10286
1527,Genotype1527,678.2276263,IRRICT,IRD10286
1528,Genotype1528,644.8158915,BDTanore,IRD10286
1529,Genotype1529,1308.304264,BDLalpur,IRD10286
1530,Genotype1530,1401.454856,IRRIHNT,IRD10286
1531,Genotype1531,2744.182413,MMKyaukse,IRD10286
1532,Genotype1532,2920.148402,IRRICT,IRD10525
1533,Genotype1533,2427.849526,IRRIHNT,IRD10525
1534,Genotype1534,1922.941285,IRRIHNT,IRD10197
1535,Genotype1535,1210.052094,IRRICT,IRD10197
1536,Genotype1536,1786.619333,IRRICT,IRD10249
1537,Genotype1537,1802.361291,IRRIHNT,IRD10249
1538,Genotype1538,4481.551101,IRRIHNT,IRD10647
1539,Genotype1539,3189.088048,MMPangkone,IRD10647
1540,Genotype1540,2622.248062,BDLalpur,IRD10647
1541,Genotype1541,3204.844356,IRRICT,IRD10647
1542,Genotype1542,4305.56686,MMKyaukse,IRD10647
1543,Genotype1543,627.2659511,BDTanore,IRD10647
1544,Genotype1544,2223.310968,MMYezin,IRD10647
1545,Genotype1545,2736.627907,MMKyaukse,IRD10306
1546,Genotype1546,4358.802452,MMYezin,IRD10306
1547,Genotype1547,3470.255663,IRRICT,IRD10306
1548,Genotype1548,3952.700552,MMPangkone,IRD10306
1549,Genotype1549,1032.528324,BDTanore,IRD10306
1550,Genotype1550,3769.207994,IRRIHNT,IRD10306
1551,Genotype1551,2203.895349,BDLalpur,IRD10306
1552,Genotype1552,2086.627907,MMPangkone,IRD10994
1553,Genotype1553,3408.164494,IRRICT,IRD10994
1554,Genotype1554,372.3762671,BDTanore,IRD10994
1555,Genotype1555,1731.813553,MMKyaukse,IRD10994
1556,Genotype1556,5090.32693,MMYezin,IRD10994
1557,Genotype1557,2153.73385,BDLalpur,IRD10994
1558,Genotype1558,3129.623074,IRRIHNT,IRD10994
1559,Genotype1559,2282.765942,IRRIHNT,IRD10742
1560,Genotype1560,3344.38034,IRRICT,IRD10742
1561,Genotype1561,1674.054434,MMYezin,IRD10742
1562,Genotype1562,2076.773256,MMPangkone,IRD10742
1563,Genotype1563,3217.207687,MMKyaukse,IRD10742
1564,Genotype1564,1032.753026,BDLalpur,IRD10742
1565,Genotype1565,670.5799046,BDTanore,IRD10742
1566,Genotype1566,2866.274112,IRRIHNT,IRD10737
1567,Genotype1567,1622.693391,IRRICT,IRD10737
1568,Genotype1568,2028.850423,MMKyaukse,IRD10738
1569,Genotype1569,2807.371037,MMYezin,IRD10738
1570,Genotype1570,1515.895662,IRRICT,IRD10738
1571,Genotype1571,2066.492248,BDLalpur,IRD10738
1572,Genotype1572,2198.576868,IRRIHNT,IRD10738
1573,Genotype1573,2251.729651,MMPangkone,IRD10738
1574,Genotype1574,549.2620751,BDTanore,IRD10738
1575,Genotype1575,3848.443552,MMYezin,IRD10499
1576,Genotype1576,359.8076162,IRRIHNT,IRD10499
1577,Genotype1577,2402.943696,MMPangkone,IRD10499
1578,Genotype1578,950.5412997,IRRICT,IRD10499
1579,Genotype1579,978.7641622,BDTanore,IRD10499
1580,Genotype1580,1779.796512,MMKyaukse,IRD10499
1581,Genotype1581,3104.069767,BDLalpur,IRD10499
1582,Genotype1582,2803.351808,IRRICT,IRD10615
1583,Genotype1583,3473.172757,MMYezin,IRD10615
1584,Genotype1584,2434.188444,MMPangkone,IRD10615
1585,Genotype1585,2704.105198,IRRIHNT,IRD10615
1586,Genotype1586,401.0062612,BDTanore,IRD10615
1587,Genotype1587,2720.068895,MMKyaukse,IRD10615
1588,Genotype1588,2349.98708,BDLalpur,IRD10615
1589,Genotype1589,2617.24316,IRRICT,IRD10930
1590,Genotype1590,2982.354651,MMPangkone,IRD10930
1591,Genotype1591,1391.317717,IRRIHNT,IRD10930
1592,Genotype1592,682.0810972,BDTanore,IRD10930
1593,Genotype1593,2103.539934,MMYezin,IRD10930
1594,Genotype1594,1737.910207,BDLalpur,IRD10930
1595,Genotype1595,3366.847674,MMKyaukse,IRD10930
1596,Genotype1596,4728.923418,MMYezin,IRD10184
1597,Genotype1597,1534.675015,BDTanore,IRD10184
1598,Genotype1598,3161.917124,IRRIHNT,IRD10184
1599,Genotype1599,2577.591297,MMKyaukse,IRD10184
1600,Genotype1600,5323.807391,IRRICT,IRD10184
1601,Genotype1601,2054.300344,MMPangkone,IRD10184
1602,Genotype1602,3079.535971,BDLalpur,IRD10184
1603,Genotype1603,1976.495785,MMKyaukse,IRD10290
1604,Genotype1604,635.5545617,BDTanore,IRD10290
1605,Genotype1605,1741.391196,MMPangkone,IRD10290
1606,Genotype1606,2002.817958,MMYezin,IRD10290
1607,Genotype1607,2239.111481,IRRICT,IRD10290
1608,Genotype1608,471.1886305,BDLalpur,IRD10290
1609,Genotype1609,3223.213636,IRRIHNT,IRD10290
1610,Genotype1610,1869.66119,MMYezin,IRD10347
1611,Genotype1611,3095.465962,IRRIHNT,IRD10347
1612,Genotype1612,1991.372508,MMKyaukse,IRD10347
1613,Genotype1613,1746.731266,BDLalpur,IRD10347
1614,Genotype1614,556.7680382,BDTanore,IRD10347
1615,Genotype1615,3260.488607,MMPangkone,IRD10347
1616,Genotype1616,2610.919189,IRRICT,IRD10347
1617,Genotype1617,2921.731208,IRRIHNT,IRD10686
1618,Genotype1618,2019.623207,IRRICT,IRD10686
1619,Genotype1619,2294.491279,MMKyaukse,IRD10844
1620,Genotype1620,4416.663375,IRRIHNT,IRD10844
1621,Genotype1621,1603.339793,BDLalpur,IRD10844
1622,Genotype1622,3499.108878,MMYezin,IRD10844
1623,Genotype1623,773.5763268,BDTanore,IRD10844
1624,Genotype1624,2694.398278,IRRICT,IRD10844
1625,Genotype1625,2335.465116,MMPangkone,IRD10844
1626,Genotype1626,2595.236198,IRRICT,IRD10238
1627,Genotype1627,1956.843869,IRRIHNT,IRD10238
1628,Genotype1628,862.2401021,IRRIHNT,IRD10720
1629,Genotype1629,3489.554264,BDLalpur,IRD10720
1630,Genotype1630,2046.024709,MMPangkone,IRD10720
1631,Genotype1631,644.9985092,BDTanore,IRD10720
1632,Genotype1632,3849.107143,MMYezin,IRD10720
1633,Genotype1633,1992.956977,MMKyaukse,IRD10720
1634,Genotype1634,891.9655582,IRRICT,IRD10720
1635,Genotype1635,1258.928323,IRRIHNT,IRD10838
1636,Genotype1636,960.2509171,IRRICT,IRD10838
1637,Genotype1637,630.1729278,BDTanore,IRD10388
1638,Genotype1638,2043.148188,IRRICT,IRD10388
1639,Genotype1639,1098.605739,BDLalpur,IRD10388
1640,Genotype1640,3373.313953,MMPangkone,IRD10388
1641,Genotype1641,4646.270058,MMKyaukse,IRD10388
1642,Genotype1642,3455.818374,IRRIHNT,IRD10388
1643,Genotype1643,2338.364763,MMYezin,IRD10388
1644,Genotype1644,2164.807293,IRRICT,IRD10780
1645,Genotype1645,1723.067327,IRRIHNT,IRD10780
1646,Genotype1646,3168.223293,IRRIHNT,IRD10297
1647,Genotype1647,880.411449,BDTanore,IRD10297
1648,Genotype1648,3013.882297,MMPangkone,IRD10297
1649,Genotype1649,3224.613465,MMKyaukse,IRD10297
1650,Genotype1650,2655.9909,MMYezin,IRD10297
1651,Genotype1651,2738.120929,IRRICT,IRD10297
1652,Genotype1652,3305.04845,BDLalpur,IRD10297
1653,Genotype1653,2214.512027,IRRIHNT,IRD10589
1654,Genotype1654,840.0715564,BDTanore,IRD10589
1655,Genotype1655,1758.372093,MMPangkone,IRD10589
1656,Genotype1656,2518.72093,BDLalpur,IRD10589
1657,Genotype1657,2252.353275,IRRICT,IRD10589
1658,Genotype1658,4621.287285,MMYezin,IRD10589
1659,Genotype1659,1698.883721,MMKyaukse,IRD10589
1660,Genotype1660,3942.184305,IRRIHNT,IRD10814
1661,Genotype1661,1337.180233,BDLalpur,IRD10814
1662,Genotype1662,594.2307692,BDTanore,IRD10814
1663,Genotype1663,3096.345541,MMYezin,IRD10814
1664,Genotype1664,2957.935465,MMKyaukse,IRD10814
1665,Genotype1665,2915.659355,MMPangkone,IRD10814
1666,Genotype1666,2757.350175,IRRICT,IRD10814
1667,Genotype1667,2253.970272,IRRICT,IRD10172
1668,Genotype1668,2746.067296,IRRIHNT,IRD10172
1669,Genotype1669,1332.768577,IRRICT,IRD10285
1670,Genotype1670,1484.105573,IRRIHNT,IRD10285
1671,Genotype1671,4594.20356,IRRIHNT,IRD10977
1672,Genotype1672,1728.998576,MMPangkone,IRD10977
1673,Genotype1673,3374.66949,IRRICT,IRD10977
1674,Genotype1674,3426.962209,MMKyaukse,IRD10977
1675,Genotype1675,2361.486399,MMYezin,IRD10977
1676,Genotype1676,797.69678,BDTanore,IRD10977
1677,Genotype1677,2888.104005,BDLalpur,IRD10977
1678,Genotype1678,3557.547092,IRRICT,IRD10459
1679,Genotype1679,3376.846119,IRRIHNT,IRD10459
1680,Genotype1680,2672.188541,IRRICT,IRD10375
1681,Genotype1681,1905.920543,BDLalpur,IRD10375
1682,Genotype1682,3222.11479,MMYezin,IRD10375
1683,Genotype1683,2280.082115,MMPangkone,IRD10375
1684,Genotype1684,485.4725701,BDTanore,IRD10375
1685,Genotype1685,2161.456395,MMKyaukse,IRD10375
1686,Genotype1686,1811.563808,IRRIHNT,IRD10375
1687,Genotype1687,3153.351859,IRRICT,IRD10813
1688,Genotype1688,3602.307817,MMYezin,IRD10813
1689,Genotype1689,1751.915375,BDLalpur,IRD10813
1690,Genotype1690,1466.89028,BDTanore,IRD10813
1691,Genotype1691,2154.186047,MMPangkone,IRD10813
1692,Genotype1692,2395.651255,IRRIHNT,IRD10813
1693,Genotype1693,2162.624794,MMKyaukse,IRD10813
1694,Genotype1694,3101.059432,BDLalpur,IRD10455
1695,Genotype1695,3008.765661,IRRIHNT,IRD10455
1696,Genotype1696,673.4458855,BDTanore,IRD10455
1697,Genotype1697,3283.10289,IRRICT,IRD10455
1698,Genotype1698,2792.906977,MMPangkone,IRD10455
1699,Genotype1699,2793.377378,MMKyaukse,IRD10455
1700,Genotype1700,3320.053964,MMYezin,IRD10455
1701,Genotype1701,1555.317298,IRRIHNT,IRD10300
1702,Genotype1702,1381.961713,IRRICT,IRD10300
1703,Genotype1703,2391.860734,IRRIHNT,IRD10935
1704,Genotype1704,1575.545825,IRRICT,IRD10935
1705,Genotype1705,728.1231366,BDTanore,IRD10685
1706,Genotype1706,5106.107495,MMYezin,IRD10685
1707,Genotype1707,2602.630814,MMPangkone,IRD10685
1708,Genotype1708,3860.440704,IRRIHNT,IRD10685
1709,Genotype1709,2115.669767,MMKyaukse,IRD10685
1710,Genotype1710,2840.973837,BDLalpur,IRD10685
1711,Genotype1711,2931.288562,IRRICT,IRD10685
1712,Genotype1712,1161.490486,MMYezin,IRD10228
1713,Genotype1713,314.1547406,BDTanore,IRD10228
1714,Genotype1714,2314.611307,MMKyaukse,IRD10228
1715,Genotype1715,3086.46091,MMPangkone,IRD10228
1716,Genotype1716,2972.121784,IRRICT,IRD10228
1717,Genotype1717,1575.930233,BDLalpur,IRD10228
1718,Genotype1718,1960.619572,IRRIHNT,IRD10228
1719,Genotype1719,1908.371475,IRRIHNT,IRD10624
1720,Genotype1720,2235.953574,IRRICT,IRD10624
1721,Genotype1721,3292.786108,MMKyaukse,IRD10461
1722,Genotype1722,1119.96124,BDTanore,IRD10461
1723,Genotype1723,3367.661002,MMYezin,IRD10461
1724,Genotype1724,2544.931842,MMPangkone,IRD10461
1725,Genotype1725,1398.242894,BDLalpur,IRD10461
1726,Genotype1726,2602.590431,IRRICT,IRD10461
1727,Genotype1727,2605.457719,IRRIHNT,IRD10461
1728,Genotype1728,1930.284238,BDLalpur,IRD10947
1729,Genotype1729,2411.869585,MMYezin,IRD10947
1730,Genotype1730,392.5163983,BDTanore,IRD10947
1731,Genotype1731,1934.179766,IRRIHNT,IRD10947
1732,Genotype1732,2268.1375,MMKyaukse,IRD10947
1733,Genotype1733,2671.669739,MMPangkone,IRD10947
1734,Genotype1734,779.8081408,IRRICT,IRD10947
1735,Genotype1735,2891.70917,IRRIHNT,IRD10990
1736,Genotype1736,3414.478371,IRRICT,IRD10990
1737,Genotype1737,1678.808373,IRRICT,IRD10715
1738,Genotype1738,1300.679615,IRRIHNT,IRD10715
1739,Genotype1739,3439.043927,IRRIHNT,IRD10219
1740,Genotype1740,3701.600781,IRRICT,IRD10219
1741,Genotype1741,3470.777483,IRRIHNT,IRD10804
1742,Genotype1742,1620.829903,IRRICT,IRD10804
1743,Genotype1743,1234.240754,IRRICT,IRD10836
1744,Genotype1744,2580.036235,IRRIHNT,IRD10836
1745,Genotype1745,3745.195183,MMPangkone,IRD10478
1746,Genotype1746,2067.480657,IRRICT,IRD10478
1747,Genotype1747,4853.819045,MMYezin,IRD10478
1748,Genotype1748,2717.402471,MMKyaukse,IRD10478
1749,Genotype1749,661.5161002,BDTanore,IRD10478
1750,Genotype1750,3067.133955,IRRIHNT,IRD10478
1751,Genotype1751,1747.005814,BDLalpur,IRD10478
1752,Genotype1752,2420.763523,IRRICT,IRD10591
1753,Genotype1753,2343.332742,IRRIHNT,IRD10591
1754,Genotype1754,2091.58132,MMPangkone,IRD10674
1755,Genotype1755,2187.977575,MMKyaukse,IRD10674
1756,Genotype1756,3502.709984,MMYezin,IRD10674
1757,Genotype1757,634.9582588,BDTanore,IRD10674
1758,Genotype1758,3077.313749,BDLalpur,IRD10674
1759,Genotype1759,3427.263672,IRRICT,IRD10674
1760,Genotype1760,2496.138766,IRRIHNT,IRD10674
1761,Genotype1761,3161.149172,IRRICT,IRD10964
1762,Genotype1762,2729.867603,IRRIHNT,IRD10964
1763,Genotype1763,1886.859078,IRRICT,IRD10443
1764,Genotype1764,2966.698414,IRRIHNT,IRD10443
1765,Genotype1765,3361.724806,MMYezin,IRD10389
1766,Genotype1766,3082.742763,MMPangkone,IRD10389
1767,Genotype1767,1525.375189,IRRIHNT,IRD10389
1768,Genotype1768,898.6881336,BDTanore,IRD10389
1769,Genotype1769,2420.188953,MMKyaukse,IRD10389
1770,Genotype1770,1501.107558,BDLalpur,IRD10389
1771,Genotype1771,1123.77067,IRRICT,IRD10389
1772,Genotype1772,1609.981819,MMKyaukse,IRD10684
1773,Genotype1773,1290.775939,BDTanore,IRD10684
1774,Genotype1774,1597.018,IRRICT,IRD10684
1775,Genotype1775,2575.22102,MMPangkone,IRD10684
1776,Genotype1776,2210.572532,MMYezin,IRD10684
1777,Genotype1777,1633.314875,IRRIHNT,IRD10684
1778,Genotype1778,2758.407623,BDLalpur,IRD10684
1779,Genotype1779,3968.201332,IRRIHNT,IRD10239
1780,Genotype1780,2712.069919,IRRICT,IRD10239
1781,Genotype1781,3426.011703,IRRICT,IRD10920
1782,Genotype1782,2719.251557,IRRIHNT,IRD10920
1783,Genotype1783,2018.227483,IRRIHNT,IRD10879
1784,Genotype1784,1566.731825,IRRICT,IRD10879
1785,Genotype1785,4118.169942,IRRIHNT,IRD10736
1786,Genotype1786,3729.345846,IRRICT,IRD10736
1787,Genotype1787,1697.942529,MMYezin,IRD10736
1788,Genotype1788,1146.683065,BDTanore,IRD10736
1789,Genotype1789,2680.519103,MMPangkone,IRD10736
1790,Genotype1790,1455.109819,BDLalpur,IRD10736
1791,Genotype1791,4669.475872,MMKyaukse,IRD10736
1792,Genotype1792,1844.145849,IRRIHNT,IRD10536
1793,Genotype1793,1404.20403,IRRICT,IRD10536
1794,Genotype1794,2321.608679,IRRICT,IRD10692
1795,Genotype1795,2703.414777,IRRIHNT,IRD10692
1796,Genotype1796,3040.261628,MMPangkone,IRD10659
1797,Genotype1797,1015.867248,BDLalpur,IRD10659
1798,Genotype1798,4124.951402,IRRIHNT,IRD10659
1799,Genotype1799,3004.796512,MMKyaukse,IRD10659
1800,Genotype1800,1491.407319,MMYezin,IRD10659
1801,Genotype1801,3508.771994,IRRICT,IRD10659
1802,Genotype1802,486.0055158,BDTanore,IRD10659
1803,Genotype1803,3388.842731,IRRICT,IRD10489
1804,Genotype1804,482.4090638,BDTanore,IRD10489
1805,Genotype1805,3292.351421,BDLalpur,IRD10489
1806,Genotype1806,3265.807413,MMKyaukse,IRD10489
1807,Genotype1807,1768.816825,IRRIHNT,IRD10489
1808,Genotype1808,2225.588443,MMPangkone,IRD10489
1809,Genotype1809,4085.965938,MMYezin,IRD10489
1810,Genotype1810,2796.923146,IRRIHNT,IRD10254
1811,Genotype1811,2210.316651,IRRICT,IRD10254
1812,Genotype1812,1427.978036,MMYezin,IRD10254
1813,Genotype1813,3875.213619,MMPangkone,IRD10254
1814,Genotype1814,2542.805233,MMKyaukse,IRD10254
1815,Genotype1815,641.7747466,BDTanore,IRD10254
1816,Genotype1816,2191.407181,BDLalpur,IRD10254
1817,Genotype1817,3037.302003,IRRIHNT,IRD10704
1818,Genotype1818,2171.146641,BDLalpur,IRD10704
1819,Genotype1819,4770.915698,MMKyaukse,IRD10704
1820,Genotype1820,3212.988755,MMYezin,IRD10704
1821,Genotype1821,2380.331766,IRRICT,IRD10704
1822,Genotype1822,615.1908169,BDTanore,IRD10704
1823,Genotype1823,4098.160126,MMPangkone,IRD10704
1824,Genotype1824,3237.063953,MMPangkone,IRD10936
1825,Genotype1825,2756.395349,MMKyaukse,IRD10936
1826,Genotype1826,4405.745157,IRRIHNT,IRD10936
1827,Genotype1827,1490.763239,MMYezin,IRD10936
1828,Genotype1828,4094.512822,IRRICT,IRD10936
1829,Genotype1829,1607.687339,BDLalpur,IRD10936
1830,Genotype1830,673.9042934,BDTanore,IRD10936
1831,Genotype1831,2995.818035,IRRIHNT,IRD10484
1832,Genotype1832,3846.820164,IRRICT,IRD10484
1833,Genotype1833,1656.887299,BDTanore,IRD10785
1834,Genotype1834,2586.831395,MMPangkone,IRD10785
1835,Genotype1835,4852.297559,IRRIHNT,IRD10785
1836,Genotype1836,4932.882015,MMYezin,IRD10785
1837,Genotype1837,1733.963178,BDLalpur,IRD10785
1838,Genotype1838,4300.173704,IRRICT,IRD10785
1839,Genotype1839,1919.359302,MMKyaukse,IRD10785
1840,Genotype1840,3456.261192,IRRICT,IRD10437
1841,Genotype1841,2981.420841,IRRIHNT,IRD10437
1842,Genotype1842,2213.643411,BDLalpur,IRD10667
1843,Genotype1843,706.3618068,BDTanore,IRD10667
1844,Genotype1844,4679.349804,IRRIHNT,IRD10667
1845,Genotype1845,3298.284884,MMKyaukse,IRD10667
1846,Genotype1846,3908.012478,IRRICT,IRD10667
1847,Genotype1847,2883.459302,MMPangkone,IRD10667
1848,Genotype1848,4993.62282,MMYezin,IRD10667
1849,Genotype1849,3034.103844,IRRIHNT,IRD10368
1850,Genotype1850,4201.483163,IRRICT,IRD10368
1851,Genotype1851,2005.135202,IRRIHNT,IRD10308
1852,Genotype1852,1313.984921,IRRICT,IRD10308
1853,Genotype1853,3032.531056,IRRIHNT,IRD10731
1854,Genotype1854,4692.870885,IRRICT,IRD10731
1855,Genotype1855,2543.823869,IRRIHNT,IRD10691
1856,Genotype1856,2701.183863,IRRICT,IRD10691
1857,Genotype1857,3007.595729,IRRICT,IRD10853
1858,Genotype1858,2375.543957,MMKyaukse,IRD10853
1859,Genotype1859,616.5175909,BDTanore,IRD10853
1860,Genotype1860,3680.572035,MMPangkone,IRD10853
1861,Genotype1861,2919.934157,IRRIHNT,IRD10853
1862,Genotype1862,1615.516304,MMYezin,IRD10853
1863,Genotype1863,3101.983204,BDLalpur,IRD10853
1864,Genotype1864,3894.419622,IRRIHNT,IRD10993
1865,Genotype1865,3035.770161,IRRICT,IRD10993
1866,Genotype1866,805.7804114,BDTanore,IRD10934
1867,Genotype1867,4276.834314,IRRIHNT,IRD10934
1868,Genotype1868,3877.312661,BDLalpur,IRD10934
1869,Genotype1869,3847.639279,MMYezin,IRD10934
1870,Genotype1870,2454.923579,MMKyaukse,IRD10934
1871,Genotype1871,3159.884907,MMPangkone,IRD10934
1872,Genotype1872,3459.555734,IRRICT,IRD10934
1873,Genotype1873,3251.156331,BDLalpur,IRD10757
1874,Genotype1874,425.1192606,BDTanore,IRD10757
1875,Genotype1875,4035.5037,IRRIHNT,IRD10757
1876,Genotype1876,2842.955133,MMPangkone,IRD10757
1877,Genotype1877,1761.237209,MMKyaukse,IRD10757
1878,Genotype1878,5870.544044,IRRICT,IRD10757
1879,Genotype1879,3577.414159,MMYezin,IRD10757
1880,Genotype1880,4647.86037,IRRIHNT,IRD10307
1881,Genotype1881,3590.521164,IRRICT,IRD10307
1882,Genotype1882,2927.702223,IRRICT,IRD10777
1883,Genotype1883,2487.718304,IRRIHNT,IRD10777
1884,Genotype1884,876.8634466,BDTanore,IRD10463
1885,Genotype1885,3518.22878,IRRICT,IRD10463
1886,Genotype1886,3144.571235,IRRIHNT,IRD10463
1887,Genotype1887,3192.718023,MMPangkone,IRD10463
1888,Genotype1888,3383.725872,MMKyaukse,IRD10463
1889,Genotype1889,3661.448591,MMYezin,IRD10463
1890,Genotype1890,1869.31686,BDLalpur,IRD10463
1891,Genotype1891,2416.093816,IRRIHNT,IRD10900
1892,Genotype1892,1808.094855,IRRICT,IRD10900
1893,Genotype1893,3145.606951,IRRICT,IRD10974
1894,Genotype1894,2691.607466,IRRIHNT,IRD10974
1895,Genotype1895,1808.32064,MMKyaukse,IRD10471
1896,Genotype1896,2947.973925,MMPangkone,IRD10471
1897,Genotype1897,5087.666684,IRRIHNT,IRD10471
1898,Genotype1898,2729.94832,BDLalpur,IRD10471
1899,Genotype1899,3736.044836,MMYezin,IRD10471
1900,Genotype1900,3847.252129,IRRICT,IRD10471
1901,Genotype1901,1847.063208,BDTanore,IRD10471
1902,Genotype1902,2582.30984,IRRIHNT,IRD10862
1903,Genotype1903,3141.443664,IRRICT,IRD10862
1904,Genotype1904,3152.293605,MMKyaukse,IRD10240
1905,Genotype1905,3209.360465,MMPangkone,IRD10240
1906,Genotype1906,2112.189922,BDLalpur,IRD10240
1907,Genotype1907,2047.682464,IRRICT,IRD10240
1908,Genotype1908,4353.108499,MMYezin,IRD10240
1909,Genotype1909,1450.402504,BDTanore,IRD10240
1910,Genotype1910,3008.779258,IRRIHNT,IRD10240
1911,Genotype1911,1593.241279,MMPangkone,IRD10960
1912,Genotype1912,3347.468023,MMKyaukse,IRD10960
1913,Genotype1913,3895.848079,MMYezin,IRD10960
1914,Genotype1914,1277.293282,BDLalpur,IRD10960
1915,Genotype1915,613.4279964,BDTanore,IRD10960
1916,Genotype1916,2985.209127,IRRIHNT,IRD10960
1917,Genotype1917,2991.414256,IRRICT,IRD10960
1918,Genotype1918,2318.062514,IRRIHNT,IRD10449
1919,Genotype1919,3605.323409,IRRICT,IRD10449
1920,Genotype1920,2318.995052,MMKyaukse,IRD10695
1921,Genotype1921,2715.758151,IRRIHNT,IRD10695
1922,Genotype1922,3587.399871,MMYezin,IRD10695
1923,Genotype1923,3573.765564,IRRICT,IRD10695
1924,Genotype1924,849.3403399,BDTanore,IRD10695
1925,Genotype1925,2618.79421,MMPangkone,IRD10695
1926,Genotype1926,2248.682171,BDLalpur,IRD10695
1927,Genotype1927,2088.297488,MMYezin,IRD10923
1928,Genotype1928,598.2707215,BDTanore,IRD10923
1929,Genotype1929,3378.719744,MMPangkone,IRD10923
1930,Genotype1930,1898.810029,MMKyaukse,IRD10923
1931,Genotype1931,2474.072582,IRRIHNT,IRD10923
1932,Genotype1932,1365.949612,BDLalpur,IRD10923
1933,Genotype1933,4469.242765,IRRICT,IRD10923
1934,Genotype1934,3787.589469,IRRIHNT,IRD10800
1935,Genotype1935,4705.514974,IRRICT,IRD10800
1936,Genotype1936,1693.524353,IRRIHNT,IRD10441
1937,Genotype1937,779.1815742,BDTanore,IRD10441
1938,Genotype1938,4550.599128,MMKyaukse,IRD10441
1939,Genotype1939,3136.756018,BDLalpur,IRD10441
1940,Genotype1940,2054.79341,MMYezin,IRD10441
1941,Genotype1941,2323.330691,MMPangkone,IRD10441
1942,Genotype1942,4063.711414,IRRICT,IRD10441
1943,Genotype1943,3613.506402,IRRIHNT,IRD10717
1944,Genotype1944,1429.310826,MMKyaukse,IRD10717
1945,Genotype1945,3164.268926,MMPangkone,IRD10717
1946,Genotype1946,3963.507213,IRRICT,IRD10717
1947,Genotype1947,3414.658114,MMYezin,IRD10717
1948,Genotype1948,352.4373882,BDTanore,IRD10717
1949,Genotype1949,2818.998708,BDLalpur,IRD10717
1950,Genotype1950,2997.753859,MMYezin,IRD10568
1951,Genotype1951,1727.784157,MMKyaukse,IRD10568
1952,Genotype1952,1887.45155,BDLalpur,IRD10568
1953,Genotype1953,957.9699896,IRRICT,IRD10568
1954,Genotype1954,1300.377019,IRRIHNT,IRD10568
1955,Genotype1955,487.3509243,BDTanore,IRD10568
1956,Genotype1956,1796.206395,MMPangkone,IRD10568
1957,Genotype1957,3391.584849,MMKyaukse,IRD10869
1958,Genotype1958,3151.221407,IRRICT,IRD10869
1959,Genotype1959,3396.732047,MMYezin,IRD10869
1960,Genotype1960,1032.237627,BDTanore,IRD10869
1961,Genotype1961,4116.872297,BDLalpur,IRD10869
1962,Genotype1962,1386.478095,IRRIHNT,IRD10869
1963,Genotype1963,1934.22187,MMPangkone,IRD10869
1964,Genotype1964,4830.283114,MMYezin,IRD10937
1965,Genotype1965,2771.782946,BDLalpur,IRD10937
1966,Genotype1966,2689.505814,MMKyaukse,IRD10937
1967,Genotype1967,3347.612683,IRRICT,IRD10937
1968,Genotype1968,633.1246273,BDTanore,IRD10937
1969,Genotype1969,3282.058374,MMPangkone,IRD10937
1970,Genotype1970,3177.804691,IRRIHNT,IRD10937
1971,Genotype1971,3931.119515,MMKyaukse,IRD10941
1972,Genotype1972,1225.674661,MMYezin,IRD10941
1973,Genotype1973,2651.680168,IRRIHNT,IRD10941
1974,Genotype1974,3914.830376,MMPangkone,IRD10941
1975,Genotype1975,1410.388685,BDLalpur,IRD10941
1976,Genotype1976,551.9491652,BDTanore,IRD10941
1977,Genotype1977,3227.009397,IRRICT,IRD10941
1978,Genotype1978,792.0815782,IRRIHNT,IRD10178
1979,Genotype1979,1164.281455,BDTanore,IRD10178
1980,Genotype1980,2223.80814,MMPangkone,IRD10178
1981,Genotype1981,2984.487574,MMYezin,IRD10178
1982,Genotype1982,1849.504068,IRRICT,IRD10178
1983,Genotype1983,1988.646641,BDLalpur,IRD10178
1984,Genotype1984,2619.614535,MMKyaukse,IRD10178
1985,Genotype1985,1069.171139,BDTanore,IRD10598
1986,Genotype1986,2259.172569,IRRICT,IRD10598
1987,Genotype1987,1176.09822,IRRIHNT,IRD10598
1988,Genotype1988,3118.386628,MMKyaukse,IRD10598
1989,Genotype1989,2142.223541,MMPangkone,IRD10598
1990,Genotype1990,2562.974806,BDLalpur,IRD10598
1991,Genotype1991,4150.324296,MMYezin,IRD10598
1992,Genotype1992,3310.677682,IRRICT,IRD10258
1993,Genotype1993,2818.523257,IRRIHNT,IRD10258
1994,Genotype1994,2777.120894,MMPangkone,IRD10371
1995,Genotype1995,2114.446647,MMKyaukse,IRD10371
1996,Genotype1996,2280.144398,IRRIHNT,IRD10371
1997,Genotype1997,1642.802564,MMYezin,IRD10371
1998,Genotype1998,504.818873,BDTanore,IRD10371
1999,Genotype1999,2551.182171,BDLalpur,IRD10371
2000,Genotype2000,4597.396672,IRRICT,IRD10371
2001,Genotype2001,4696.552705,MMYezin,IRD10401
2002,Genotype2002,3259.534884,MMPangkone,IRD10401
2003,Genotype2003,3029.857881,BDLalpur,IRD10401
2004,Genotype2004,4170.690407,MMKyaukse,IRD10401
